gene,drug,interaction
114,855,1
81,856,1
11,858,1
11,859,1
633,860,1
11,861,1
11,862,1
634,143,1
393,496,1
272,863,1
259,864,1
105,863,1
105,865,1
81,723,1
133,152,1
70,151,1
80,151,1
68,151,1
193,154,1
635,501,1
257,866,1
237,551,1
163,69,1
446,69,1
432,551,1
17,158,1
38,554,1
32,158,1
291,143,1
639,868,1
617,869,1
640,870,1
641,162,1
642,162,1
643,162,1
58,872,1
27,487,1
51,165,1
357,873,1
153,569,1
308,874,1
140,875,1
645,185,1
363,185,1
646,185,1
647,185,1
648,185,1
649,185,1
8,876,1
450,524,1
455,878,1
111,576,1
94,44,1
196,879,1
318,580,1
575,580,1
574,580,1
272,881,1
11,882,1
107,528,1
95,885,1
200,886,1
177,120,1
71,116,1
652,116,1
69,116,1
205,824,1
461,887,1
212,888,1
608,889,1
28,197,1
460,890,1
561,891,1
83,97,1
193,602,1
255,602,1
653,97,1
654,97,1
655,97,1
84,748,1
45,605,1
272,892,1
45,604,1
656,893,1
352,826,1
174,894,1
64,211,1
416,895,1
255,53,1
193,53,1
589,896,1
233,897,1
657,898,1
658,899,1
145,72,1
218,72,1
661,812,1
245,643,1
662,643,1
156,84,1
663,901,1
146,84,1
65,84,1
589,902,1
355,903,1
140,904,1
161,905,1
134,645,1
664,906,1
78,100,1
639,907,1
665,908,1
139,647,1
194,247,1
52,909,1
666,910,1
390,911,1
199,912,1
355,909,1
208,913,1
421,772,1
667,914,1
668,915,1
659,649,1
511,916,1
529,917,1
669,667,1
158,918,1
250,919,1
517,920,1
525,921,1
222,59,1
548,59,1
195,59,1
153,561,1
77,179,1
599,923,1
92,176,1
259,873,1
210,924,1
492,269,1
150,59,1
461,184,1
23,925,1
586,238,1
670,162,1
16,926,1
671,124,1
672,82,1
279,169,1
12,511,1
460,927,1
53,155,1
16,928,1
153,84,1
159,658,1
397,250,1
673,266,1
674,471,1
76,85,1
156,97,1
675,62,1
261,153,1
440,932,1
88,503,1
637,249,1
677,162,1
185,933,1
199,936,1
156,193,1
331,520,1
40,913,1
679,901,1
291,584,1
680,185,1
344,937,1
681,938,1
682,266,1
361,939,1
62,61,1
518,941,1
174,195,1
11,942,1
620,112,1
683,943,1
527,944,1
82,487,1
213,88,1
52,130,1
195,173,1
235,945,1
454,946,1
134,511,1
626,238,1
685,949,1
686,97,1
687,951,1
153,71,1
498,952,1
76,149,1
582,953,1
85,588,1
355,954,1
688,97,1
689,907,1
255,218,1
261,42,1
104,564,1
671,180,1
151,49,1
586,955,1
607,956,1
690,162,1
73,493,1
691,198,1
157,156,1
692,860,1
85,957,1
6,505,1
194,958,1
123,960,1
123,961,1
423,962,1
344,963,1
14,964,1
18,965,1
23,966,1
693,967,1
84,968,1
426,969,1
665,970,1
114,516,1
81,972,1
267,718,1
11,973,1
11,974,1
342,975,1
105,948,1
397,526,1
166,496,1
272,976,1
259,977,1
272,865,1
697,517,1
70,85,1
12,85,1
12,152,1
133,151,1
431,152,1
7,153,1
445,69,1
18,978,1
32,546,1
32,978,1
257,979,1
257,675,1
637,550,1
18,156,1
38,980,1
433,981,1
689,868,1
698,982,1
160,984,1
28,985,1
140,986,1
699,987,1
700,810,1
702,162,1
58,988,1
703,556,1
145,165,1
73,164,1
73,166,1
42,166,1
261,166,1
145,51,1
218,493,1
82,493,1
42,153,1
261,493,1
145,153,1
147,153,1
79,67,1
130,167,1
73,106,1
65,108,1
42,108,1
20,557,1
218,108,1
146,169,1
16,728,1
16,989,1
290,990,1
377,107,1
705,107,1
330,107,1
705,520,1
706,932,1
156,560,1
92,71,1
155,560,1
155,71,1
153,99,1
154,177,1
101,562,1
155,564,1
92,563,1
154,564,1
441,991,1
67,569,1
92,569,1
152,569,1
154,569,1
104,569,1
353,993,1
216,874,1
250,513,1
685,994,1
707,185,1
460,184,1
709,185,1
710,185,1
711,185,1
712,185,1
713,185,1
714,185,1
715,185,1
37,995,1
307,996,1
37,997,1
293,998,1
253,999,1
422,576,1
50,1000,1
185,1001,1
651,103,1
169,491,1
152,193,1
272,883,1
105,1002,1
33,1003,1
345,584,1
177,528,1
716,195,1
717,195,1
672,195,1
158,116,1
95,195,1
718,824,1
180,1006,1
189,1007,1
667,1008,1
387,740,1
718,740,1
719,1009,1
720,97,1
260,602,1
411,603,1
577,97,1
721,97,1
144,603,1
54,602,1
722,117,1
433,117,1
723,604,1
422,826,1
103,607,1
724,1010,1
116,1011,1
14,1012,1
7,53,1
614,509,1
674,756,1
725,1013,1
372,616,1
727,1014,1
130,42,1
91,1016,1
730,621,1
294,1018,1
19,1019,1
340,1020,1
39,235,1
733,630,1
734,1022,1
224,242,1
736,127,1
737,1023,1
23,654,1
738,506,1
739,1024,1
210,1025,1
405,1027,1
741,1028,1
79,72,1
422,125,1
6,66,1
176,66,1
620,643,1
104,84,1
155,84,1
59,84,1
742,901,1
27,84,1
103,527,1
253,1029,1
589,1031,1
397,905,1
105,1032,1
133,645,1
743,905,1
744,1033,1
66,905,1
12,645,1
132,645,1
63,645,1
93,645,1
83,1034,1
441,1036,1
110,906,1
745,646,1
426,1037,1
68,100,1
80,100,1
70,100,1
431,100,1
12,100,1
98,958,1
660,649,1
133,503,1
746,1039,1
747,1040,1
146,255,1
738,1040,1
218,255,1
27,255,1
432,257,1
70,95,1
213,75,1
63,488,1
80,488,1
117,654,1
131,1043,1
290,657,1
749,1044,1
750,1045,1
127,1047,1
502,489,1
138,1048,1
752,657,1
637,1050,1
192,669,1
139,59,1
671,59,1
52,668,1
753,266,1
467,1051,1
704,705,1
754,142,1
139,71,1
62,167,1
328,1053,1
93,276,1
152,567,1
438,690,1
262,1054,1
191,742,1
123,1056,1
624,1057,1
80,645,1
358,71,1
608,1058,1
52,213,1
172,500,1
755,520,1
51,169,1
52,1060,1
316,1061,1
39,926,1
152,218,1
158,805,1
756,185,1
289,1063,1
93,152,1
296,192,1
55,276,1
157,158,1
67,174,1
261,164,1
154,565,1
303,103,1
445,1023,1
62,67,1
68,77,1
130,165,1
757,993,1
86,57,1
637,551,1
11,1065,1
117,855,1
152,563,1
16,1066,1
145,236,1
355,1067,1
27,166,1
117,242,1
70,645,1
323,1068,1
155,569,1
118,1070,1
61,1071,1
498,1072,1
11,1073,1
37,1074,1
130,108,1
153,179,1
758,97,1
454,1075,1
1,1076,1
1,1077,1
126,986,1
124,1078,1
759,1077,1
45,1079,1
258,706,1
426,1080,1
536,1081,1
454,1082,1
454,1083,1
61,945,1
760,1084,1
71,143,1
131,1085,1
131,1086,1
131,495,1
161,69,1
761,517,1
187,723,1
88,149,1
132,150,1
76,150,1
431,150,1
133,150,1
132,85,1
213,85,1
93,85,1
257,142,1
32,156,1
433,552,1
345,143,1
98,159,1
37,1087,1
763,162,1
764,162,1
765,162,1
766,162,1
323,1088,1
495,143,1
262,1089,1
277,556,1
768,556,1
20,165,1
62,164,1
218,164,1
65,164,1
147,67,1
20,61,1
65,167,1
218,80,1
16,676,1
222,173,1
769,173,1
49,173,1
770,173,1
112,173,1
92,560,1
67,99,1
104,175,1
67,179,1
92,179,1
137,119,1
631,730,1
52,730,1
52,538,1
691,1091,1
312,181,1
772,185,1
392,186,1
773,186,1
169,187,1
177,187,1
775,82,1
311,707,1
169,44,1
94,491,1
44,491,1
776,190,1
727,1094,1
153,193,1
85,192,1
92,193,1
777,1096,1
94,120,1
778,195,1
291,116,1
144,740,1
461,1097,1
409,1099,1
146,834,1
406,1100,1
135,1101,1
54,205,1
53,1101,1
782,1103,1
135,746,1
153,97,1
784,97,1
785,97,1
345,505,1
771,490,1
631,213,1
117,1104,1
153,218,1
156,218,1
54,218,1
154,218,1
787,221,1
225,1105,1
294,1106,1
439,895,1
68,88,1
76,230,1
78,77,1
70,230,1
788,612,1
789,1108,1
790,1109,1
608,626,1
20,236,1
27,236,1
79,236,1
323,1110,1
257,1110,1
195,49,1
123,1111,1
409,238,1
769,49,1
791,1112,1
117,238,1
64,1113,1
792,1114,1
117,243,1
323,1115,1
5,1116,1
262,1117,1
793,1118,1
794,1119,1
51,72,1
137,768,1
261,72,1
18,245,1
111,529,1
358,958,1
358,247,1
139,958,1
796,46,1
798,1120,1
752,1121,1
404,250,1
528,1122,1
66,494,1
441,1123,1
799,1124,1
800,1125,1
267,254,1
802,691,1
637,257,1
217,1127,1
267,652,1
134,95,1
431,95,1
803,262,1
232,1050,1
23,656,1
804,785,1
216,1128,1
805,264,1
212,1130,1
600,1131,1
307,1133,1
806,920,1
807,1134,1
418,59,1
131,1135,1
199,1133,1
808,266,1
259,1136,1
756,448,1
81,1138,1
200,1139,1
145,27,1
27,286,1
810,448,1
312,1140,1
811,1141,1
307,291,1
454,1143,1
250,1144,1
176,1145,1
553,283,1
6,1146,1
475,1147,1
7,1148,1
68,56,1
177,379,1
812,57,1
184,82,1
235,144,1
72,517,1
314,1151,1
50,194,1
424,1152,1
609,1153,1
599,1154,1
460,1155,1
146,61,1
176,373,1
154,114,1
813,97,1
157,245,1
191,1156,1
510,49,1
608,1159,1
814,1160,1
82,166,1
801,1161,1
815,221,1
131,1162,1
77,565,1
816,615,1
13,1070,1
83,1163,1
126,161,1
817,615,1
147,106,1
818,517,1
146,165,1
819,1164,1
135,153,1
81,1165,1
114,242,1
820,185,1
213,511,1
12,150,1
821,1167,1
822,1168,1
144,1169,1
823,162,1
225,1170,1
101,193,1
199,1171,1
54,53,1
76,276,1
257,1173,1
825,117,1
826,1174,1
64,143,1
827,1175,1
93,464,1
828,453,1
829,1176,1
830,745,1
631,243,1
831,1177,1
20,166,1
79,68,1
70,486,1
79,493,1
810,185,1
706,520,1
17,978,1
341,1181,1
96,885,1
255,205,1
88,645,1
38,1069,1
834,104,1
827,1182,1
82,108,1
154,740,1
39,1183,1
123,1184,1
123,1185,1
835,682,1
836,1186,1
117,1187,1
114,538,1
267,86,1
267,820,1
81,985,1
81,983,1
11,1188,1
11,1191,1
105,1192,1
47,706,1
329,1193,1
105,976,1
773,496,1
357,864,1
357,977,1
837,517,1
132,152,1
838,949,1
55,152,1
137,545,1
138,1194,1
274,69,1
157,1194,1
17,546,1
323,1195,1
323,679,1
323,548,1
257,1195,1
323,866,1
323,979,1
323,1173,1
232,550,1
38,981,1
839,982,1
840,949,1
276,870,1
842,162,1
843,162,1
844,169,1
450,837,1
79,165,1
20,487,1
62,165,1
147,165,1
27,165,1
62,51,1
82,51,1
261,51,1
62,493,1
145,493,1
59,153,1
42,493,1
51,153,1
42,67,1
146,67,1
51,61,1
130,106,1
218,106,1
65,106,1
42,106,1
27,106,1
20,108,1
42,557,1
82,557,1
145,108,1
79,557,1
65,169,1
20,169,1
441,1196,1
502,990,1
86,817,1
377,932,1
417,932,1
845,107,1
330,520,1
378,107,1
615,107,1
101,560,1
156,561,1
104,178,1
101,178,1
153,566,1
155,565,1
152,564,1
77,564,1
156,565,1
101,564,1
153,563,1
155,566,1
101,565,1
101,567,1
101,179,1
152,114,1
846,501,1
39,1166,1
16,1064,1
77,569,1
101,569,1
838,994,1
847,185,1
848,185,1
362,185,1
850,62,1
37,1197,1
102,998,1
553,575,1
296,878,1
307,1198,1
175,878,1
199,1199,1
291,510,1
457,577,1
851,1200,1
304,103,1
185,1201,1
620,1202,1
656,1203,1
33,1204,1
812,469,1
84,1205,1
9,1005,1
253,1206,1
296,586,1
85,1207,1
183,528,1
852,116,1
775,195,1
853,116,1
854,116,1
169,1208,1
855,116,1
119,1209,1
314,1210,1
23,824,1
508,1211,1
192,1212,1
23,740,1
7,602,1
787,97,1
204,97,1
11,1214,1
105,892,1
22,1215,1
174,1216,1
295,826,1
135,53,1
534,1217,1
856,899,1
323,1218,1
857,1220,1
371,616,1
117,1221,1
21,126,1
87,1222,1
644,1223,1
858,1224,1
859,1013,1
860,615,1
274,1023,1
51,42,1
79,42,1
146,42,1
56,619,1
86,1225,1
56,1225,1
666,105,1
862,1227,1
863,626,1
329,1060,1
864,630,1
865,630,1
409,242,1
212,242,1
866,237,1
199,1228,1
867,1229,1
747,506,1
89,1230,1
147,72,1
62,72,1
56,93,1
249,1028,1
89,1232,1
868,643,1
869,643,1
62,84,1
51,84,1
79,84,1
42,84,1
176,1029,1
253,527,1
272,1234,1
806,1235,1
257,1030,1
213,645,1
272,1032,1
17,1236,1
323,929,1
55,645,1
61,1238,1
431,645,1
871,674,1
433,1239,1
38,1239,1
132,100,1
134,100,1
63,100,1
55,100,1
479,910,1
99,910,1
746,1241,1
872,1241,1
89,1053,1
873,1242,1
661,649,1
874,1243,1
45,773,1
89,1244,1
529,1245,1
441,1246,1
68,503,1
91,1247,1
326,779,1
857,1248,1
875,1249,1
73,255,1
195,1250,1
68,95,1
133,95,1
55,95,1
55,75,1
80,75,1
93,75,1
68,488,1
431,488,1
55,488,1
213,488,1
320,1251,1
441,1252,1
16,1253,1
876,1254,1
39,928,1
876,1177,1
120,70,1
877,1255,1
245,1256,1
188,1257,1
454,1258,1
247,1259,1
878,1260,1
879,798,1
769,59,1
131,1261,1
98,59,1
770,59,1
133,276,1
68,276,1
431,276,1
132,276,1
881,1264,1
357,1136,1
882,1265,1
126,1266,1
460,1267,1
780,1268,1
168,479,1
423,129,1
355,1269,1
147,1271,1
664,1272,1
79,21,1
